"","comb","piT","piS.ave","Fst"
"381","D75145 D75263",0.304349142038649,0.0144525956587104,0.952513105304318
"382","D75145 D75293",0.0431104011499396,0.0180515387228065,0.581271845278763
"383","D75145 D75312",0.0479862418113244,0.0131150399693273,0.726691662562491
"384","D75145 D75362",0.308681829942482,0.0145032008994327,0.953015696122654
"385","D75145 D75365",0.0522785380726231,0.0176407944055724,0.662561443836348
"386","D75145 D75374",0.0505676867336217,0.0118936399692594,0.764797625963944
"387","D75145 D75375",0.0492102538253931,0.0154567424756341,0.685904028650665
"388","D75145 D75379",0.0512216944592576,0.0120730294021405,0.764298515900454
"389","D75145 D75389",0.0575762095274478,0.0158041010838707,0.725509872678636
"390","D75145 D75404",0.056237206677527,0.013061615789569,0.767740672745956
"391","D75174 D75180",0.0440379621232382,0.0138285102857359,0.685986598402591
"392","D75174 D75187",0.0303241767486096,0.0133926924165391,0.558349348522603
"393","D75174 D75196",0.0347001925716242,0.014656932661262,0.57761235385052
"394","D75174 D75199",0.0327880746876325,0.0138101764531532,0.578804898283267
"395","D75174 D75203",0.0355886698367727,0.0146639381331794,0.587960488536508
"396","D75174 D75204",0.0394118882296014,0.013527191450701,0.656773829969887
"397","D75174 D75208",0.0410463890325103,0.013560172344571,0.669637874020274
"398","D75174 D75210",0.0309752362846399,0.015657786738061,0.494506301931733
"399","D75174 D75215",0.0437783490794183,0.0148604119100556,0.660553396312471
"400","D75174 D75222",0.0466890632537108,0.013987006125984,0.700422215584453
"401","D75174 D75231",0.035116603874936,0.0213526509272242,0.391950001678142
"402","D75174 D75232",0.0313331332220052,0.0146885563917652,0.531213291447999
"403","D75174 D75246",0.0900418811622159,0.013879061046426,0.845859939094097
"404","D75174 D75250",0.0355456904354321,0.0166267848798946,0.532241892724047
"405","D75174 D75259",0.0501347641774122,0.0133588196997667,0.733541786443959
"406","D75174 D75260",0.0397346166321719,0.0162421514846006,0.591234221913952
"407","D75174 D75263",0.0782944122261348,0.0165671654246775,0.788399134068123
"408","D75174 D75293",0.0295461273724025,0.0201661084887735,0.317470332588845
"409","D75174 D75312",0.0367705301449036,0.0152296097352944,0.58582022953495
"410","D75174 D75362",0.109982342285238,0.0166177706653997,0.848905103127357
"411","D75174 D75365",0.0519236596991475,0.0197553641715395,0.619530589985285
"412","D75174 D75374",0.0364264754346615,0.0140082097352264,0.615438782696584
"413","D75174 D75375",0.0400057163889544,0.0175713122416012,0.560779962774204
"414","D75174 D75379",0.0358196603354601,0.0141875991681075,0.60391586533102
"415","D75174 D75389",0.0482355855975376,0.0179186708498376,0.628517605252161
"416","D75174 D75404",0.0469189602280302,0.015176185555536,0.676544717065799
"417","D75180 D75187",0.0302664258970212,0.00898033887764522,0.703290408051482
"418","D75180 D75196",0.0409241818403016,0.0102445791223681,0.74966929913601
"419","D75180 D75199",0.0387184357608232,0.00939782291425929,0.757277825676822
"420","D75180 D75203",0.0422204295215257,0.0102515845942854,0.75718900280115
"421","D75180 D75204",0.0472723342273998,0.00911483791180708,0.807184517947413
"422","D75180 D75208",0.0434717274152352,0.00914781880567712,0.789568546050665
"423","D75180 D75210",0.0413125155439086,0.0112454331991671,0.727795970516126
"424","D75180 D75215",0.0485698228604878,0.0104480583711617,0.784885804480433
"425","D75180 D75222",0.037047335359785,0.00957465258709013,0.741556241653929
"426","D75180 D75231",0.0274239009080741,0.0169402973883303,0.382279806030705
"427","D75180 D75232",0.0418831140546637,0.0102762028528713,0.754645682757512
"428","D75180 D75246",0.224119537502049,0.00946670750753213,0.95776045402804
"429","D75180 D75250",0.0317746437286451,0.0122144313410007,0.615591871137509
"430","D75180 D75259",0.0384328799656034,0.00894646616087274,0.767218429405248
"431","D75180 D75260",0.0437637647308282,0.0118297979457066,0.729689664075599
"432","D75180 D75263",0.237786642600207,0.0121548118857835,0.948883537978121
"433","D75180 D75293",0.0344855414583896,0.0157537549498796,0.543177973038697
"434","D75180 D75312",0.0424176052476308,0.0108172561964004,0.744981921227045
"435","D75180 D75362",0.262048467446908,0.0122054171265058,0.953423054729451
"436","D75180 D75365",0.0572210443232717,0.0153430106326455,0.731864197619938
"437","D75180 D75374",0.0424383039379884,0.00959585619633252,0.773886906263875
"438","D75180 D75375",0.0454510311711482,0.0131589587027072,0.710480524563755
"439","D75180 D75379",0.042996865212862,0.00977524562921359,0.772652132177082
"440","D75180 D75389",0.0551793633476373,0.0135063173109437,0.75522883028113
"441","D75180 D75404",0.0503084877411076,0.0107638320166421,0.786043419312585
"442","D75187 D75196",0.0510146019199439,0.00980876125317134,0.807726398246447
"443","D75187 D75199",0.0504096628978613,0.00896200504506254,0.8222165249702
"444","D75187 D75203",0.0282135096640757,0.00981576672508869,0.652089837742267
"445","D75187 D75204",0.0375772517662813,0.00867902004261033,0.769035263765666
"446","D75187 D75208",0.0350868461043283,0.00871200093648037,0.751701794154544
"447","D75187 D75210",0.0463612845595162,0.0108096153299703,0.766839606954947
"448","D75187 D75215",0.030657940445257,0.0100122405019649,0.673420968383612
"449","D75187 D75222",0.021907611872384,0.00913883471789338,0.582846602763969
"450","D75187 D75231",0.0249777321448447,0.0165044795191335,0.339232264025219
"451","D75187 D75232",0.0413201774375569,0.00984038498367454,0.761850369627639
"452","D75187 D75246",0.168121458932598,0.00903088963833538,0.946283539914105
"453","D75187 D75250",0.0227091494398354,0.011778613471804,0.481327404929466
"454","D75187 D75259",0.0239025769436987,0.00851064829167599,0.643944319822821
"455","D75187 D75260",0.034089342206213,0.0113939800765099,0.665761222156019
"456","D75187 D75263",0.224967996586261,0.0117189940165868,0.947908172742725
"457","D75187 D75293",0.0230923731575191,0.0153179370806828,0.336666830377492
"458","D75187 D75312",0.0428009551673742,0.0103814383272037,0.757448442760055
"459","D75187 D75362",0.286042103151222,0.0117695992573091,0.958853612361091
"460","D75187 D75365",0.0335845451751301,0.0149071927634488,0.556129383747385
"461","D75187 D75374",0.0299723653538379,0.00916003832713578,0.694383869307703
"462","D75187 D75375",0.0351461418470224,0.0127231408335105,0.637993242931488
"463","D75187 D75379",0.0343883223481629,0.00933942776001684,0.728412812190712
"464","D75187 D75389",0.0378035911545427,0.013070499441747,0.654252438920043
"465","D75187 D75404",0.0368894954992846,0.0103280141474454,0.720028316796968
"466","D75196 D75199",0.0558691603683907,0.0102262452897854,0.816960820202855
"467","D75196 D75203",0.033910641651856,0.0110800069698116,0.673258704935029
"468","D75196 D75204",0.0411688700509971,0.00994326028733319,0.758476240056718
"469","D75196 D75208",0.0446932771279421,0.00997624118120323,0.776784299064834
"470","D75196 D75210",0.0549401220007373,0.0120738555746932,0.780236098228337
"471","D75196 D75215",0.0357585063087095,0.0112764807466878,0.684648999336383
"472","D75196 D75222",0.0275350508885005,0.0104030749626162,0.622187915877036
"473","D75196 D75231",0.0324234204005921,0.0177687197638564,0.451978861442641
"474","D75196 D75232",0.0490932529729778,0.0111046252283974,0.773805471099874
"475","D75196 D75246",0.187582152806256,0.0102951298830582,0.945116687653694
"476","D75196 D75250",0.0237311131982308,0.0130428537165269,0.450390143623805
"477","D75196 D75259",0.0278090575596598,0.00977488853639885,0.648499827244112
"478","D75196 D75260",0.0415092286451597,0.0126582203212328,0.695050456623969
"479","D75196 D75263",0.243511318878127,0.0129832342613097,0.94668324116873
"480","D75196 D75293",0.0287597748808185,0.0165821773254057,0.423424647998017
"481","D75196 D75312",0.0529365185470065,0.0116456785719266,0.780006715749819
"482","D75196 D75362",0.300143532559856,0.0130338395020319,0.956574644834525
"483","D75196 D75365",0.035245565354924,0.0161714330081716,0.541178220711605
"484","D75196 D75374",0.0405377482573589,0.0104242785718586,0.742850083687954
"485","D75196 D75375",0.0432179666798062,0.0139873810782334,0.676352634036136
"486","D75196 D75379",0.0430320424445307,0.0106036680047397,0.753586690234189
"487","D75196 D75389",0.0455992335543733,0.0143347396864699,0.685636389713067
"488","D75196 D75404",0.0466267508311714,0.0115922543921682,0.751381895896154
"489","D75199 D75203",0.0313521625350971,0.0102332507617028,0.673603032956748
"490","D75199 D75204",0.0438302687024738,0.0090965040792244,0.792460681886922
"491","D75199 D75208",0.0454448129600383,0.00912948497309443,0.799108316693428
"492","D75199 D75210",0.0504113331962573,0.0112270993665844,0.777290171579554
"493","D75199 D75215",0.0368816319871282,0.010429724538579,0.717210872278672
"494","D75199 D75222",0.0262686673066357,0.00955631875450744,0.636208466803588
"495","D75199 D75231",0.0313500356997216,0.0169219635557476,0.460225062649677
"496","D75199 D75232",0.0472360986615598,0.0102578690202886,0.7828383522148
"497","D75199 D75246",0.176707882153525,0.00944837367494945,0.946531113610763
"498","D75199 D75250",0.0206971260857445,0.0121960975084181,0.410734733996797
"499","D75199 D75259",0.0269499485584634,0.00892813232829006,0.668714309085898
"500","D75199 D75260",0.0422175626318572,0.011811464113124,0.720223921591081
"501","D75199 D75263",0.233222016152577,0.0121364780532008,0.947961696526708
"502","D75199 D75293",0.0269657114959433,0.0157354211172969,0.416465568888692
"503","D75199 D75312",0.0557958656936395,0.0107989223638177,0.80645658545542
"504","D75199 D75362",0.291692536814578,0.0121870832939232,0.958219420260073
"505","D75199 D75365",0.0385469489249311,0.0153246768000628,0.602441250800234
"506","D75199 D75374",0.0350318753779091,0.00957752236374984,0.726605491129677
"507","D75199 D75375",0.0411974053328609,0.0131406248701246,0.681032706697113
"508","D75199 D75379",0.0400533528431617,0.0097569117966309,0.756402121069955
"509","D75199 D75389",0.0431017077475926,0.0134879834783611,0.687066146952973
"510","D75199 D75404",0.0428574665718473,0.0107454981840595,0.749273602861115
"511","D75203 D75204",0.0392671400859006,0.00995026575925054,0.746600701312003
"512","D75203 D75208",0.0412918725254358,0.00998324665312058,0.75822732071618
"513","D75203 D75210",0.0330908876179429,0.0120808610466106,0.634918797401496
"514","D75203 D75215",0.0458941249781233,0.0112834862186052,0.754140944533015
"515","D75203 D75222",0.043994319793139,0.0104100804345336,0.763376715824185
"516","D75203 D75231",0.0467462876661886,0.0177757252357738,0.619740387456888
"517","D75203 D75232",0.0191548629320022,0.0111116307003147,0.41990549659583
"518","D75203 D75246",0.268124663638579,0.0103021353549756,0.961577069355833
"519","D75203 D75250",0.0367291060218336,0.0130498591884442,0.644699787120146
"520","D75203 D75259",0.0263738891975332,0.0097818940083162,0.629106881618691
"521","D75203 D75260",0.0449506604909649,0.0126652257931501,0.718241608581128
"522","D75203 D75263",0.253622993678658,0.012990239733227,0.948781301155661
"523","D75203 D75293",0.0424000086920253,0.016589182797323,0.608745768949732
"524","D75203 D75312",0.0390829310152156,0.0116526840438439,0.701847232509063
"525","D75203 D75362",0.240780738106003,0.0130408449739493,0.945839334672161
"526","D75203 D75365",0.0497854420829473,0.016178438480089,0.6750367616876
"527","D75203 D75374",0.0397228006580438,0.010431284043776,0.737398071863705
"528","D75203 D75375",0.042757861378966,0.0139943865501507,0.672706115347598
"529","D75203 D75379",0.0413046257930871,0.010610673476657,0.743111739353104
"530","D75203 D75389",0.050327289468543,0.0143417451583872,0.715030447500029
"531","D75203 D75404",0.0453425872378952,0.0115992598640856,0.744186192922148
"532","D75204 D75208",0.0446736474394471,0.00884649997064223,0.801974979038073
"533","D75204 D75210",0.0433163231766483,0.0109441143641322,0.747344336694945
"534","D75204 D75215",0.0308427719621358,0.0101467395361268,0.671017263020864
"535","D75204 D75222",0.0350990099079161,0.00927333375205524,0.7357950045775
"536","D75204 D75231",0.038243551610723,0.0166389785532954,0.56492067675456
"537","D75204 D75232",0.0440968043923661,0.0099748840178364,0.7737957624076
"538","D75204 D75246",0.26114652228307,0.00916538867249724,0.964903271189029
"539","D75204 D75250",0.0232254797091029,0.0119131125059658,0.487067106678675
"540","D75204 D75259",0.0352143648989692,0.00864514732583785,0.754499410946613
"541","D75204 D75260",0.0435496432281677,0.0115284791106717,0.735279596889667
"542","D75204 D75263",0.295299709911209,0.0118534930507486,0.959859449051566
"543","D75204 D75293",0.0350604741404677,0.0154524361148447,0.559263344444932
"544","D75204 D75312",0.0450478009666947,0.0105159373613655,0.766560472748929
"545","D75204 D75362",0.311614286178339,0.0119040982914709,0.961798611875394
"546","D75204 D75365",0.0440054518368416,0.0150416917976106,0.658185720865212
"547","D75204 D75374",0.0396558741776157,0.00929453736129763,0.765620162105919
"548","D75204 D75375",0.0428167701975738,0.0128576398676723,0.699705517059273
"549","D75204 D75379",0.0442473354030209,0.0094739267941787,0.785887066240561
"550","D75204 D75389",0.047277941446208,0.0132049984759088,0.720694301148174
"551","D75204 D75404",0.0483094661130646,0.0104625131816072,0.783427265432399
"552","D75208 D75210",0.0438340097688317,0.0109770952580022,0.749575835843165
"553","D75208 D75215",0.044273699516889,0.0101797204299968,0.770072965641518
"554","D75208 D75222",0.011172622425566,0.00930631464592527,0.167042947354073
"555","D75208 D75231",0.0365987931121195,0.0166719594471654,0.544466961080075
"556","D75208 D75232",0.0458416879182665,0.0100078649117064,0.781686378356094
"557","D75208 D75246",0.267852918464002,0.00919836956636728,0.965658878689412
"558","D75208 D75250",0.0291288371040118,0.0119460933998359,0.589887733685373
"559","D75208 D75259",0.0377441501338948,0.00867812821970789,0.770080179606036
"560","D75208 D75260",0.0411922121354077,0.0115614600045418,0.719328984650381
"561","D75208 D75263",0.300886921264963,0.0118864739446187,0.960495212305518
"562","D75208 D75293",0.0329205073876094,0.0154854170087147,0.529611836585997
"563","D75208 D75312",0.0438537015816977,0.0105489182552356,0.75945204453076
"564","D75208 D75362",0.318783142847561,0.011937079185341,0.962554233330182
"565","D75208 D75365",0.0488412341829973,0.0150746726914807,0.69135356745902
"566","D75208 D75374",0.0442158343562398,0.00932751825516766,0.78904574818113
"567","D75208 D75375",0.0449474110765686,0.0128906207615424,0.713206601831127
"568","D75208 D75379",0.0447744378604908,0.00950690768804873,0.787671087738264
"569","D75208 D75389",0.0514194569280144,0.0132379793697789,0.742549218512525
"570","D75208 D75404",0.0500094254527915,0.0104954940754773,0.790129680946146
"571","D75210 D75215",0.0390099474804604,0.0122773348234868,0.685276817415959
"572","D75210 D75222",0.0289839630266269,0.0114039290394152,0.606543486515674
"573","D75210 D75231",0.032487336116889,0.0187695738406554,0.422249525996138
"574","D75210 D75232",0.0440743871768456,0.0121054793051964,0.72533981569332
"575","D75210 D75246",0.182996914525632,0.0112959839598572,0.938272270933426
"576","D75210 D75250",0.0244344361294383,0.0140437077933259,0.425249360413675
"577","D75210 D75259",0.0286548748368059,0.0107757426131979,0.623947315262501
"578","D75210 D75260",0.0411159790786337,0.0136590743980318,0.66779158117799
"579","D75210 D75263",0.23882699011481,0.0139840883381087,0.941446784002988
"580","D75210 D75293",0.0288845954475768,0.0175830314022047,0.391266135815664
"581","D75210 D75312",0.0517319440807366,0.0126465326487256,0.755537262837281
"582","D75210 D75362",0.296398787344888,0.0140346935788309,0.952649288127821
"583","D75210 D75365",0.0417747295803753,0.0171722870849706,0.588931220920751
"584","D75210 D75374",0.036899251252804,0.0114251326486576,0.69036952618952
"585","D75210 D75375",0.039715081033834,0.0149882351550324,0.622605953082064
"586","D75210 D75379",0.0410152383163065,0.0116045220815387,0.717068032323853
"587","D75210 D75389",0.047203126968566,0.0153355937632689,0.675114875896224
"588","D75210 D75404",0.0434193336747539,0.0125931084689672,0.709965413949006
"589","D75215 D75222",0.0453943471613373,0.0106065542114098,0.766346365248677
"590","D75215 D75231",0.0465017248299693,0.01797219901265,0.613515432419674
"591","D75215 D75232",0.0416079365717926,0.011308104477191,0.728222415988368
"592","D75215 D75246",0.298835368335425,0.0104986091318518,0.964868251069707
"593","D75215 D75250",0.0329409803909322,0.0132463329653204,0.597876784232967
"594","D75215 D75259",0.0482221020447267,0.00997836778519245,0.793074806736186
"595","D75215 D75260",0.0487035933521315,0.0128616995700263,0.735918878160897
"596","D75215 D75263",0.303537020829693,0.0131867135101033,0.956556490295456
"597","D75215 D75293",0.0477973945421536,0.0167856565741993,0.648816494392897
"598","D75215 D75312",0.0397957056911409,0.0118491578207202,0.702250340459274
"599","D75215 D75362",0.294510085199865,0.0132373187508255,0.955053088447405
"600","D75215 D75365",0.0449696168277894,0.0163749122569652,0.635867205191612
"601","D75215 D75374",0.043675521293781,0.0106277578206522,0.75666557591459
"602","D75215 D75375",0.0444700086473439,0.014190860327027,0.680889193443534
"603","D75215 D75379",0.0443204393149104,0.0108071472535333,0.756158841821373
"604","D75215 D75389",0.0507833827596141,0.0145382189352635,0.713720942850915
"605","D75215 D75404",0.0490576617721138,0.0117957336409618,0.759553692229437
"606","D75222 D75231",0.0460313364101678,0.0170987932285784,0.628540151947413
"607","D75222 D75232",0.0327504877221668,0.0104346986931194,0.68138799087084
"608","D75222 D75246",0.246157721615859,0.00962520334778029,0.960898227020476
"609","D75222 D75250",0.0461867986152403,0.0123729271812489,0.73211117565602
"610","D75222 D75259",0.0506451952076731,0.0091049620011209,0.820220615918538
"611","D75222 D75260",0.0400486338715305,0.0119882937859548,0.700656611049174
"612","D75222 D75263",0.218393116816372,0.0123133077260317,0.943618608930863
"613","D75222 D75293",0.0423242979742986,0.0159122507901277,0.624039817511198
"614","D75222 D75312",0.0305952243599808,0.0109757520366486,0.64125930545536
"615","D75222 D75362",0.195251507394762,0.012363912966754,0.936676990965522
"616","D75222 D75365",0.0440595680028487,0.0155015064728937,0.64816934946136
"617","D75222 D75374",0.0378726931401448,0.00975435203658068,0.742443665136633
"618","D75222 D75375",0.038964329191333,0.0133174545429554,0.658214196950229
"619","D75222 D75379",0.0371202322925829,0.00993374146946174,0.732390104911961
"620","D75222 D75389",0.0459793775212585,0.0136648131511919,0.702805607908154
"621","D75222 D75404",0.0420348171102601,0.0109223278568903,0.740159976710727
"622","D75231 D75232",0.0388795107951245,0.0178003434943596,0.542166474569125
"623","D75231 D75246",0.339320768303276,0.0169908481490204,0.949926884128016
"624","D75231 D75250",0.0509981462327842,0.0197385719824891,0.612955108360388
"625","D75231 D75259",0.0499739647325955,0.0164706068023611,0.670416247930432
"626","D75231 D75260",0.0423524286734257,0.019353938587195,0.543026475850281
"627","D75231 D75263",0.326888937385358,0.0196789525272719,0.939799270404575
"628","D75231 D75293",0.0478194840019633,0.0232778955913679,0.513213158251306
"629","D75231 D75312",0.0332384493156064,0.0183413968378888,0.448187348822048
"630","D75231 D75362",0.287887666924467,0.0197295577679941,0.931467860437486
"631","D75231 D75365",0.0298480804491716,0.0228671512741338,0.23388201418599
"632","D75231 D75374",0.0417710110626831,0.0171199968378208,0.590146457979436
"633","D75231 D75375",0.0427288888090112,0.0206830993441956,0.515945770632032
"634","D75231 D75379",0.0448096667736263,0.0172993862707019,0.613936288388473
"635","D75231 D75389",0.0457142727950034,0.0210304579524321,0.539958602278571
"636","D75231 D75404",0.0477264066257547,0.0182879726581304,0.616816476431275
"637","D75232 D75246",0.242408112075653,0.0103267536135614,0.957399306792429
"638","D75232 D75250",0.0262126331147769,0.01307447744703,0.501214647541093
"639","D75232 D75259",0.0227051797407482,0.00980651226690206,0.568093607763753
"640","D75232 D75260",0.0446708273149633,0.0126898440517359,0.715925474980284
"641","D75232 D75263",0.288515246847473,0.0130148579918128,0.954890224575572
"642","D75232 D75293",0.032806205620868,0.0166138010559089,0.49357748811582
"643","D75232 D75312",0.049318810467163,0.0116773023024297,0.763228224853383
"644","D75232 D75362",0.326471729370138,0.0130654632325352,0.959979802055932
"645","D75232 D75365",0.043229469606659,0.0162030567386749,0.625184928565976
"646","D75232 D75374",0.0382053537566041,0.0104559023023618,0.726323635975901
"647","D75232 D75375",0.0431334586393312,0.0140190048087365,0.67498537675916
"648","D75232 D75379",0.0432084965715481,0.0106352917352429,0.753861101886937
"649","D75232 D75389",0.0461854393441226,0.014366363416973,0.688941717974557
"650","D75232 D75404",0.0471476262772147,0.0116238781226715,0.753457829365018
"651","D75246 D75250",0.230626726208821,0.0122649821016909,0.946818903848179
"652","D75246 D75259",0.264646007261298,0.0089970169215629,0.966003579594232
"653","D75246 D75260",0.268532915512366,0.0118803487063968,0.955758314828076
"654","D75246 D75263",0.281310861569864,0.0122053626464737,0.956612543936763
"655","D75246 D75293",0.276878933978422,0.0158043057105697,0.942919797170985
"656","D75246 D75312",0.211192481831948,0.0108678069570906,0.948540748880737
"657","D75246 D75362",0.272032758369053,0.012255967887196,0.954946720532205
"658","D75246 D75365",0.113187774454041,0.0153935613933357,0.863999787365851
"659","D75246 D75374",0.24469995613719,0.00964640695702268,0.960578632259278
"660","D75246 D75375",0.2766267037762,0.0132095094633974,0.952247887557218
"661","D75246 D75379",0.286094909095569,0.00982579638990375,0.965655465799912
"662","D75246 D75389",0.176960087934273,0.0135568680716339,0.923390250141211
"663","D75246 D75404",0.286805376224285,0.0108143827773323,0.962293653906699
"664","D75250 D75259",0.0466403620609685,0.0117447407550315,0.748185043253337
"665","D75250 D75260",0.0413923387418608,0.0146280725398654,0.646599516130463
"666","D75250 D75263",0.20280696522469,0.0149530864799423,0.92626936425297
"667","D75250 D75293",0.0498316598215155,0.0185520295440384,0.627705968244143
"668","D75250 D75312",0.0265284644572208,0.0136155307905592,0.486757674477719
"669","D75250 D75362",0.175144848201147,0.0150036917206646,0.91433552356942
"670","D75250 D75365",0.0235999961437509,0.0181412852268043,0.231301347834839
"671","D75250 D75374",0.0324486679229179,0.0123941307904913,0.618038841534769
"672","D75250 D75375",0.0358992452699201,0.015957233296866,0.555499477025593
"673","D75250 D75379",0.0346637742326975,0.0125735202233723,0.637272036825348
"674","D75250 D75389",0.0354535080156763,0.0163045919051025,0.540113438199312
"675","D75250 D75404",0.0331729610543533,0.0135621066108009,0.591169850994621
"676","D75259 D75260",0.0472859951095098,0.0113601073597374,0.759757464479102
"677","D75259 D75263",0.224991003144638,0.0116851212998143,0.94806405084428
"678","D75259 D75293",0.0503918400134841,0.0152840643639104,0.696695648346626
"679","D75259 D75312",0.0339633620936998,0.0103475656104312,0.695331528666572
"680","D75259 D75362",0.205810545926212,0.0117357265405366,0.942978011706241
"681","D75259 D75365",0.0512756221908651,0.0148733200466763,0.709933894291662
"682","D75259 D75374",0.0380429310846083,0.00912616561036329,0.760108767905751
"683","D75259 D75375",0.0399721353458416,0.012689268116738,0.682547154237581
"684","D75259 D75379",0.0378097934153713,0.00930555504324436,0.753885059856972
"685","D75259 D75389",0.0521080536136721,0.0130366267249745,0.749815511789641
"686","D75259 D75404",0.0428666517321495,0.0102941414306729,0.759856648123688
"687","D75260 D75263",0.299165337747375,0.0145684530846482,0.951303004571505
"688","D75260 D75293",0.0407585016853885,0.0181673961487442,0.554267320987978
"689","D75260 D75312",0.0415127239057251,0.0132308973952651,0.681280914610366
"690","D75260 D75362",0.310783322332012,0.0146190583253705,0.952960608646326
"691","D75260 D75365",0.0469753219378078,0.0177566518315102,0.622000422796063
"692","D75260 D75374",0.0410115811828771,0.0120094973951972,0.70716814497727
"693","D75260 D75375",0.0457000921300022,0.0155725999015719,0.65924357751243
"694","D75260 D75379",0.0437979573001606,0.0121888868280782,0.721701933618864
"695","D75260 D75389",0.0473999250148171,0.0159199585098084,0.66413536509115
"696","D75260 D75404",0.0495378680448929,0.0131774732155068,0.733991918998918
"697","D75263 D75293",0.250908257245239,0.0184924100888211,0.926298120708134
"698","D75263 D75312",0.264344682250527,0.013555911335342,0.948718804479317
"699","D75263 D75362",0.315693477119115,0.0149440722654474,0.952662714472847
"700","D75263 D75365",0.100197284911834,0.0180816657715871,0.819539363890973
"701","D75263 D75374",0.234520251943255,0.0123345113352741,0.947405346732023
"702","D75263 D75375",0.3021233017737,0.0158976138416488,0.94738037831469
"703","D75263 D75379",0.295562386761701,0.0125139007681551,0.95766071283541
"704","D75263 D75389",0.156314667275994,0.0162449724498853,0.896075187741643
"705","D75263 D75404",0.30329948002161,0.0135024871555837,0.955481337605255
"706","D75293 D75312",0.0302145433961694,0.017154854399438,0.43223188335148
"707","D75293 D75362",0.212822939009696,0.0185430153295435,0.912871162216688
"708","D75293 D75365",0.0237457774005581,0.0216806088356832,0.0869699285914487
"709","D75293 D75374",0.0396120313548513,0.0159334543993701,0.597762249134978
"710","D75293 D75375",0.0392540681299289,0.0194965569057449,0.503323914321128
"711","D75293 D75379",0.0409716593282483,0.0161128438322512,0.606731967988857
"712","D75293 D75389",0.0438849842141353,0.0198439155139814,0.547819923617754
"713","D75293 D75404",0.0424418978779107,0.0171014302196798,0.597062547276417
"714","D75312 D75362",0.316698140658217,0.0136065165760643,0.957036323144225
"715","D75312 D75365",0.0464845066333974,0.016744110082204,0.63979159305148
"716","D75312 D75374",0.0415090686556466,0.010996955645891,0.735071009732351
"717","D75312 D75375",0.0450508976855985,0.0145600581522657,0.676808700819293
"718","D75312 D75379",0.0451489070928027,0.011176345078772,0.752455910930484
"719","D75312 D75389",0.0484263825395006,0.0149074167605022,0.69216332133951
"720","D75312 D75404",0.0483143210523116,0.0121649314662006,0.748212720343742
"721","D75362 D75365",0.132986021311432,0.0181322710123094,0.863652804757227
"722","D75362 D75374",0.237176534695772,0.0123851165759964,0.947781020614527
"723","D75362 D75375",0.317342011629917,0.0159482190823711,0.949744381462578
"724","D75362 D75379",0.298704794273001,0.0125645060088775,0.957936711262176
"725","D75362 D75389",0.182492206353153,0.0162955776906076,0.910705350018768
"726","D75362 D75404",0.307696996973592,0.013553092396306,0.955953120993673
"727","D75365 D75374",0.0474064045091767,0.0155227100821361,0.672560907268736
"728","D75365 D75375",0.0458590433195257,0.0190858125885108,0.583815727346748
"729","D75365 D75379",0.0420405901091143,0.0157020995150172,0.626501448379694
"730","D75365 D75389",0.0511185378953405,0.0194331711967473,0.619841020560202
"731","D75365 D75404",0.0538698230130909,0.0166906859024457,0.690166312623866
"732","D75374 D75375",0.0264414008288176,0.0133386581521978,0.495538899827863
"733","D75374 D75379",0.0422176474256456,0.00995494507870413,0.764199435881951
"734","D75374 D75389",0.053187369240388,0.0136860167604343,0.742682953567822
"735","D75374 D75404",0.0469511341663991,0.0109435314661327,0.766916568461418
"736","D75375 D75379",0.0414311831445803,0.0135180475850789,0.67372286864448
"737","D75375 D75389",0.0520295859815254,0.017249119266809,0.668474792920055
"738","D75375 D75404",0.0487212308658357,0.0145066339725074,0.702252309420209
"739","D75379 D75389",0.0555640430017249,0.0138654061933154,0.750460811628036
"740","D75379 D75404",0.0479273177494324,0.0111229208990138,0.767921064200479
"741","D75389 D75404",0.0582016386208013,0.0148539925807439,0.744783945388179
