"","SampleID","Pi"
"1","D75003-",0.00840624163308381
"2","D75007-",0.0100841342064076
"3","D75008-",0.0126579888554346
"4","D75013-",0.00980088983137845
"5","D75020-",0.0129662503569376
"6","D75038-",0.00914915030966255
"7","D75050-",0.0135846623065928
"8","D75073-",0.0139340615249108
"9","D75078-",0.00887463824901378
"10","D75091-",0.0115817548768765
"11","D75124-",0.00173602014766092
"12","D75145-",0.0100291743328666
"13","D75174-",0.0104344125059791
"14","D75180-",0.00752918651967635
"15","D75187-",0.00769509906147785
"16","D75196-",0.00846361678619431
"17","D75199-",0.00676684546720645
"18","D75203-",0.00957816157121598
"19","D75204-",0.00799061728443448
"20","D75208-",0.00716815804723165
"21","D75210-",0.00977937536277641
"22","D75215-",0.0101260789592052
"23","D75222-",0.00828374825696332
"24","D75231-",0.0109710078897478
"25","D75232-",0.0073404518749483
"26","D75246R",0.00787458321164876
"27","D75250-",0.00986549590373563
"28","D75259-",0.00781371547515371
"29","D75260-",0.00821883271794679
"30","D75263-",0.00951219111011676
"31","D75293-",0.0102701109627684
"32","D75312-",0.00974658708721482
"33","D75362R",0.0112877068263561
"34","D75365-",0.00866542860247392
"35","D75374-",0.00828550424075856
"36","D75375-",0.00838752038219813
"37","D75379-",0.00819595083619989
"38","D75389-",0.0140316131478389
"39","D75404R",0.00919324238412162
