"","SampleID","Pi"
"1","D75003",0.00942745148026316
"2","D75007",0.021978040770336
"3","D75008",0.0200628767531494
"4","D75013",0.0145694764011929
"5","D75020",0.0226167470797402
"6","D75038",0.00958103445299997
"7","D75050",0.0208854147687013
"8","D75073",0.0278954450620984
"9","D75078",0.0106801553984798
"10","D75091",0.0194589433438974
"11","D75124",0.00245199410649977
"12","D75145",0.0140117242926958
"13","D75174",0.0182408638246298
"14","D75180",0.00941615674684197
"15","D75187",0.00854452100844848
"16","D75196",0.0110730014978942
"17","D75199",0.0093794890816766
"18","D75203",0.0110870124417289
"19","D75204",0.00881351907677219
"20","D75208",0.00887948086451226
"21","D75210",0.0130747096514922
"22","D75215",0.0114799599954814
"23","D75222",0.00973314842733828
"24","D75231",0.0244644380298186
"25","D75232",0.0111362489589006
"26","D75246",0.00951725826822229
"27","D75250",0.0150127059351595
"28","D75259",0.00847677557490351
"29","D75260",0.0142434391445713
"30","D75263",0.0148934670247251
"31","D75293",0.0220913531529172
"32","D75312",0.0122183556459589
"33","D75362",0.0149946775061697
"34","D75365",0.0212698645184491
"35","D75374",0.00977555564582307
"36","D75375",0.0169017606585725
"37","D75379",0.0101343345115852
"38","D75389",0.0175964778750455
"39","D75404",0.0121115072864423
